1,1:55.2,2.6,牡3,56,6,438(-2)
2,1:55.3,4.3,牡3,56,5,490(0)
3,1:55.4,4.5,牡3,56,3,514(+6)
4,1:55.7,106.9,牡3,54,6,458(+24)
5,1:55.8,6.2,牡3,56,3,474(+4)
1,3:19.4,10.0,牡6,60,7,492(-4)
2,3:19.6,88.2,60,1,8,500(+4)
3,3:19.8,3.5,1.1/4,,2,454(-6)
4,3:20.1,8.8,,,4,506(0)
5,3:20.6,21.0,,牡6,7,476(+2)
1,1:21.8,6.4,牡2,54,5,518(0)
2,1:22.1,25.1,牡2,54,7,442(0)
3,1:22.5,36.2,,牡2,2,456(0)
4,1:22.8,23.9,,牝2,1,386(0)
5,1:23.4,4.0,,牡2,8,512(0)
1,1:46.4,9.9,牝3,54,3,470(-4)
2,1:46.4,8.5,牝3,54,2,460(+2)
3,1:46.6,6.0,牝3,54,4,428(+20)
4,1:46.9,157.7,牡3,54,1,436(-8)
5,1:47.1,102.3,牝3,54,2,452(+6)
1,1:53.1,3.3,牝4,55,8,484(+12)
2,1:54.3,5.5,牝3,52,1,450(-6)
3,1:54.3,19.1,牝4,54,5,464(-2)
4,1:54.6,2.0,牝4,54,4,468(+10)
5,1:55.3,10.8,牝4,55,8,476(+4)
1,1:33.2,4.6,牝4,55,5,466(-8)
2,1:33.3,90.7,,牡5,3,470(-6)
3,1:33.4,24.3,,牝4,3,422(+2)
4,1:33.5,113.8,,牝4,1,478(+4)
5,1:33.7,15.2,,牡5,7,506(-4)
1,2:00.7,3.2,牝3,52,5,508(-2)
2,2:00.9,3.0,,牡4,1,472(+4)
3,2:00.9,5.1,,牡3,8,444(+2)
4,2:00.9,9.2,,牡4,7,484(0)
5,2:01.2,6.7,,牡4,8,536(-2)
1,1:24.5,2.2,牝4,55,5,476(+6)
2,1:24.9,15.1,牝6,55,6,470(+4)
3,1:25.0,18.1,牡5,57,8,466(-6)
4,1:25.1,155.6,セ7,57,6,496(-4)
5,1:25.2,8.6,牡5,57,1,490(0)
1,2:24.2,8.4,牡8,54,4,450(-10)
2,2:24.5,3.1,牡5,56,1,500(-2)
3,2:24.5,8.2,牡7,55,7,504(-4)
4,2:24.6,14.2,牡7,54,2,452(-14)
5,2:24.6,2.9,牡4,57,5,532(-2)
1,1:12.4,3.6,牡4,57,5,462(0)
2,1:12.8,16.1,牡3,54,2,436(-6)
3,1:12.9,7.0,,牡4,5,486(+8)
4,1:12.9,43.2,,牝4,4,444(-6)
5,1:13.1,2.2,,牡4,6,488(+2)
1,1:53.9,4.1,牝3,54,3,444(+4)
2,1:54.6,8.5,牝3,54,2,468(+2)
3,1:54.6,137.5,牝3,54,8,452(+14)
4,1:54.7,10.3,,牝3,5,444(-4)
5,1:56.3,5.0,,牝3,6,462(+12)
1,1:25.2,1.5,牡3,56,2,526(-4)
2,1:25.2,10.0,牡3,56,7,484(-4)
3,1:25.3,6.9,,セ3,3,476(+2)
4,1:25.4,36.4,,牡3,4,458(0)
5,1:26.1,210.0,,,1,532(+2)
1,1:52.3,8.3,牡3,56,6,518(+14)
2,1:53.0,12.5,牡3,56,5,468(-2)
3,1:54.3,5.3,,牡3,7,470(+2)
4,1:54.5,22.4,,牡3,3,482(-10)
5,1:54.8,238.5,,牡3,6,464(-1)
1,1:33.8,43.8,牡3,56,1,452(-22)
2,1:33.8,6.0,牝3,54,4,418(0)
3,1:34.0,3.3,牡3,56,2,484(+4)
4,1:34.0,2.3,牡3,56,7,448(+2)
5,1:34.1,35.4,牝3,54,7,414(+10)
1,1:10.3,1.5,牝2,54,3,450(0)
2,1:10.6,20.2,,牡2,4,444(0)
3,1:10.7,63.5,,牡2,5,440(0)
4,1:10.7,4.8,,牡2,7,468(0)
5,1:10.9,42.6,,,6,408(0)
1,2:01.7,4.2,牝3,54,6,468(-4)
2,2:01.8,54.6,牡3,54,8,468(+4)
3,2:01.9,2.3,牡3,56,1,462(0)
4,2:02.1,9.4,牡3,55,3,502(+6)
5,2:02.1,10.3,,牡3,1,454(-2)
1,1:24.3,1.4,牝4,55,3,460(+2)
2,1:24.7,55.2,牝4,55,7,452(+4)
3,1:24.7,7.9,牝5,54,4,488(0)
4,1:24.8,11.1,牝4,53,7,458(-4)
5,1:25.3,44.5,牝3,52,2,488(-8)
1,1:53.0,4.6,セ4,57,5,480(-4)
2,1:53.0,5.3,牡3,54,4,490(+2)
3,1:53.1,5.2,,牡4,1,488(+6)
4,1:53.4,55.6,,,6,506(+2)
5,1:53.5,15.5,,,8,478(-6)
1,1:20.5,7.6,牡3,54,7,484(+2)
2,1:20.8,4.3,牡4,57,6,478(-4)
3,1:20.8,12.2,牝3,52,6,436(+4)
4,1:21.1,11.8,牡4,57,3,496(-18)
5,1:21.1,4.7,牡4,57,3,478(-8)
1,2:25.6,5.0,牡4,57,6,436(-8)
2,2:25.9,3.6,牡5,57,1,492(-4)
3,2:26.1,32.5,牡5,54,4,440(-4)
4,2:26.2,18.7,牡5,55,8,466(+4)
5,2:26.3,21.1,牡6,54,3,428(-4)
1,1:24.2,5.5,牡5,57,7,522(+6)
2,1:24.2,2.3,牝4,55,5,484(-4)
3,1:24.2,7.3,牡4,57,8,474(-2)
4,1:24.2,6.3,牝4,55,6,482(+5)
5,1:24.3,80.0,牡5,57,6,480(-4)
1,1:46.7,1.4,牡3,54,8,478(-10)
2,1:46.8,5.4,牡4,57,2,502(-8)
3,1:47.3,66.1,牡5,57,6,520(-4)
4,1:47.4,6.4,牝3,52,1,416(-8)
5,1:47.7,17.5,,牡3,5,446(-6)
1,1:26.1,2.1,牝3,54,2,460(0)
2,1:26.3,5.4,牝3,54,5,470(+2)
3,1:26.5,9.9,牝3,54,1,452(+2)
4,1:27.4,10.7,,牝3,3,468(+2)
5,1:27.4,4.4,,牝3,8,474(-16)
1,1:13.4,6.8,牝3,52,1,416(+4)
2,1:13.7,17.6,牝3,51,2,456(-8)
3,1:13.8,3.7,牝3,54,7,456(0)
4,1:14.0,15.5,牡3,56,4,450(+2)
5,1:14.4,10.1,牡3,55,8,474(0)
1,1:54.7,8.2,牡3,56,8,472(+2)
2,1:55.3,3.2,牡3,56,6,486(+10)
3,1:55.8,6.6,牡3,56,3,472(-6)
4,1:55.9,39.7,,牡3,2,482(-16)
5,1:56.2,28.5,,牝3,4,450(+4)
1,3:29.7,8.2,セ5,62,7,480(-4)
2,3:30.5,49.5,60,5,1,498(+4)
3,3:30.5,14.3,クビ,,3,522(-4)
4,3:30.6,13.2,,,5,472(-6)
5,3:31.0,11.0,,牡4,6,488(+2)
1,1:37.2,1.1,牡2,54,5,488(0)
2,1:37.4,19.8,牡2,54,7,438(0)
3,1:37.4,18.2,,牡2,6,456(0)
4,1:37.5,16.0,,牝2,3,458(0)
5,1:38.4,46.6,,牝2,8,470(0)
1,1:09.3,4.5,牝3,54,2,414(0)
2,1:09.5,5.5,牝3,54,5,394(0)
3,1:09.6,7.8,牡3,56,8,448(-8)
4,1:09.8,10.5,牡3,53,6,422(-4)
5,1:09.9,3.6,牝3,54,3,430(-6)
1,2:06.7,78.5,牡4,57,6,450(-10)
2,2:07.3,3.5,牡4,57,1,506(+6)
3,2:07.4,22.5,牡4,54,4,514(0)
4,2:07.5,83.7,牡4,57,7,492(-8)
5,2:08.2,26.7,牡4,56,8,482(+2)
1,1:08.8,5.5,牝5,53,4,438(-6)
2,1:09.1,3.8,牝3,52,7,464(0)
3,1:09.1,9.5,牝5,55,2,470(+6)
4,1:09.1,6.6,牝3,51,5,460(+6)
5,1:09.1,3.7,牝4,55,6,426(+2)
1,2:27.3,2.9,牝4,55,1,430(0)
2,2:27.4,6.0,牡4,57,4,482(-2)
3,2:27.9,7.4,牡4,57,2,496(0)
4,2:27.9,2.0,牡4,57,8,472(0)
5,2:28.1,16.4,牡3,53,7,464(-8)
1,1:52.3,2.1,牡3,54,8,446(-10)
2,1:52.5,10.6,,牡4,8,518(0)
3,1:53.1,2.4,,牡4,5,480(+2)
4,1:54.2,34.2,,牡7,5,524(-4)
5,1:54.4,210.9,,牡7,2,464(-10)
1,1:59.1,17.1,牝6,51,2,474(+2)
2,1:59.1,14.2,牝5,53,1,476(-2)
3,1:59.4,7.4,牝5,54,7,464(+6)
4,1:59.5,30.1,牝6,50,6,480(+6)
5,1:59.6,6.2,牝4,53,3,424(+6)
1,1:12.1,3.3,牡4,57,6,478(-6)
2,1:12.2,4.0,,牡3,8,458(-2)
3,1:12.6,221.7,,牡4,1,490(0)
4,1:12.7,5.0,,セ4,4,514(+12)
5,1:12.8,24.5,,牡4,8,476(-6)
1,1:22.4,3.9,牝2,54,6,428(0)
2,1:22.4,2.0,牡2,54,8,436(-6)
3,1:23.5,55.6,,牡2,7,476(0)
4,1:24.2,10.3,,牡2,5,480(-6)
5,1:24.2,3.7,,,2,458(+2)
1,1:57.0,44.0,牝3,54,6,448(+4)
2,1:57.2,11.4,,牝3,6,462(0)
3,1:57.5,20.7,,牝3,8,498(+2)
4,1:57.8,1.9,,牝3,4,502(-2)
5,1:58.3,19.1,,,1,492(+10)
1,1:12.8,2.6,牡3,56,6,508(+2)
2,1:12.8,25.2,牡3,54,4,488(-4)
3,1:12.9,5.6,牡3,56,1,500(0)
4,1:13.7,2.8,牡3,56,5,482(-6)
5,1:13.9,70.1,牡3,56,6,442(+10)
1,1:55.4,9.6,牡3,56,8,466(-8)
2,1:56.2,2.8,牡3,56,7,438(0)
3,1:56.7,8.1,牡3,56,2,494(-8)
4,1:56.8,117.9,牡3,54,4,486(+2)
5,1:56.9,68.7,牡3,56,5,456(+2)
1,1:13.8,5.6,牝2,54,2,496(0)
2,1:13.8,35.2,牝2,54,7,468(0)
3,1:14.3,46.5,牡2,54,1,452(0)
4,1:14.5,184.3,牝2,54,2,430(0)
5,1:14.5,16.7,,牡2,8,466(0)
1,2:25.2,15.6,牡3,56,2,506(-6)
2,2:25.4,19.6,牡3,56,4,424(0)
3,2:25.4,108.7,,牡3,1,494(-12)
4,2:26.4,16.2,,牝3,1,446(-6)
5,2:26.7,4.9,,牡3,8,492(0)
1,1:53.4,2.0,牝4,55,6,470(0)
2,1:54.4,2.2,牝4,55,5,492(+4)
3,1:54.4,50.4,,牝4,6,486(-2)
4,1:54.9,16.6,,牝5,8,502(+4)
5,1:55.1,85.0,,牝4,7,442(-10)
1,1:59.2,6.9,牡4,57,2,472(-8)
2,1:59.5,1.5,牡4,57,8,474(+6)
3,1:59.7,31.3,牡4,57,5,454(-6)
3,1:59.7,7.0,牡3,54,7,466(-2)
5,1:59.9,5.6,牡4,57,6,470(-2)
1,1:32.0,6.7,牝5,55,6,506(+6)
2,1:32.0,1.9,牡3,54,8,460(+6)
3,1:32.3,15.6,牝3,52,2,440(0)
4,1:32.5,5.5,,牡4,3,470(0)
5,1:32.6,3.4,,牡4,5,448(-6)
1,1:07.6,10.8,牡7,55,6,472(-8)
2,1:07.8,5.1,牝5,54,2,486(0)
3,1:08.0,11.1,牡6,55,7,492(0)
4,1:08.0,58.3,牝7,51,4,496(+8)
5,1:08.0,4.4,牝6,54,8,444(+2)
1,1:23.6,11.6,牡5,58,5,502(-2)
2,1:23.7,44.5,牡6,56,7,520(+8)
3,1:23.9,3.4,,牡6,5,518(-2)
4,1:24.1,4.2,,牡5,1,528(-6)
5,1:24.1,8.1,,牡5,6,532(+12)
1,1:32.4,7.1,牡3,54,5,444(-10)
2,1:32.7,4.5,牡3,54,3,452(-2)
3,1:32.8,20.4,牡4,57,6,450(-4)
4,1:32.8,47.6,牡6,57,7,486(-2)
5,1:32.9,4.4,牡5,57,2,500(-6)
1,1:26.2,1.9,牡3,56,2,502(0)
2,1:26.2,16.8,牝3,52,5,436(+4)
3,1:26.6,4.0,牝3,54,4,500(0)
4,1:26.8,50.5,,牡3,7,456(-4)
5,1:27.0,18.5,,牡3,3,468(-6)
1,1:53.2,6.4,牡3,56,1,450(-10)
2,1:54.5,106.5,牡3,56,7,432(+2)
3,1:55.4,2.8,,牡3,5,504(+4)
4,1:55.5,42.9,,牡3,1,478(0)
5,1:55.8,13.5,,牡3,4,440(-2)
1,1:21.8,11.0,牡3,56,2,494(+2)
2,1:21.9,6.4,牝3,54,7,450(-2)
3,1:22.1,3.3,牝3,54,6,424(+4)
4,1:22.3,12.8,牝3,54,4,456(+2)
5,1:22.3,4.6,牝3,54,1,454(+4)
1,3:21.2,8.7,牡5,60,5,500(0)
2,3:22.0,4.6,60,5,8,464(0)
3,3:22.0,9.7,クビ,,6,480(-4)
4,3:22.4,5.3,,,4,484(-2)
5,3:22.5,72.6,,牡5,6,432(+6)
1,1:35.8,2.8,牡2,54,8,474(0)
2,1:36.0,4.5,,牝2,6,428(0)
3,1:36.0,3.9,,牝2,8,508(0)
4,1:36.1,5.8,,牡2,3,506(0)
5,1:36.9,9.1,,牝2,2,432(0)
1,1:53.4,1.7,牡4,57,1,452(0)
2,1:53.5,6.6,牡3,54,7,454(0)
3,1:53.5,13.6,牡5,57,8,470(+4)
4,1:54.3,16.0,牡4,57,6,478(+8)
5,1:54.7,260.9,牡4,56,7,508(-2)
1,1:12.1,6.6,牡4,57,1,516(-2)
2,1:12.5,15.3,牡5,57,8,462(+4)
3,1:12.5,11.7,牡5,55,6,528(-14)
4,1:12.6,12.7,,牡5,2,522(-4)
5,1:12.6,3.9,,牝3,7,466(0)
1,1:44.7,4.8,牝4,55,4,444(-8)
2,1:44.8,12.0,,牝3,1,452(+12)
3,1:45.0,2.2,,牝3,3,436(-2)
4,1:45.2,14.8,,,5,474(+4)
5,1:45.3,28.5,,,5,464(+6)
1,1:11.6,5.2,牡4,57,2,464(0)
2,1:12.0,2.2,牝4,55,5,448(-8)
3,1:12.1,7.6,牡3,54,7,506(+2)
4,1:12.3,12.5,,牡5,8,528(+2)
5,1:12.3,70.4,,,8,460(0)
1,1:52.9,1.7,牡4,57,5,462(-6)
2,1:53.1,49.1,牡5,57,6,490(+2)
3,1:53.2,7.9,牝4,55,3,490(+6)
4,1:53.2,50.2,牡5,57,4,512(-8)
5,1:53.2,7.5,,牡6,8,514(-4)
1,1:31.9,31.3,牡6,56,6,508(-2)
2,1:32.7,2.5,牡5,56,2,488(0)
3,1:32.8,6.2,牡6,56,7,468(-4)
4,1:32.8,51.2,,牡8,5,512(-2)
5,1:32.9,19.6,,牡7,7,496(0)
1,1:08.7,9.9,牡3,52,3,520(+12)
2,1:08.7,6.3,,牝3,7,462(+6)
3,1:09.1,2.4,,牡4,8,438(-4)
4,1:09.2,7.5,,牡3,2,526(-4)
5,1:09.3,39.7,,セ5,1,432(+12)
1,1:36.7,7.5,牡2,54,1,458(+2)
2,1:36.9,3.4,牡2,54,7,436(-2)
3,1:37.0,10.4,,牝2,6,452(-2)
4,1:37.2,1.7,,牡2,4,460(-2)
5,1:37.4,19.3,,牡2,5,476(+6)
1,1:55.8,45.7,牝3,54,6,428(-8)
2,1:56.0,31.9,牝3,54,4,454(+4)
3,1:56.0,2.4,牝3,54,7,466(+4)
4,1:56.2,6.8,牝3,54,8,452(0)
5,1:56.4,4.9,牝3,54,1,442(-10)
1,1:26.2,9.8,牡3,56,4,456(-2)
2,1:26.5,4.6,牡3,56,3,478(-6)
3,1:26.5,3.4,牡3,56,7,514(+6)
4,1:27.4,60.1,牡3,56,2,496(-4)
5,1:27.5,7.2,牡3,56,4,504(+12)
1,2:08.1,6.9,セ3,56,7,456(-2)
2,2:08.3,4.1,,牡3,2,458(+8)
3,2:08.4,246.7,,牡3,1,504(+4)
4,2:09.0,2.3,,,2,490(0)
5,2:09.3,20.7,,,4,450(0)
1,1:10.0,4.3,牡2,54,5,444(0)
2,1:10.2,2.7,牡2,54,1,478(0)
3,1:10.5,42.9,牝2,54,2,462(0)
4,1:10.8,12.7,牝2,54,8,422(0)
5,1:11.0,4.1,,牝2,3,430(0)
1,1:48.5,4.0,牝3,54,4,460(0)
2,1:48.7,2.5,牡3,56,4,450(+4)
3,1:48.9,42.7,牝3,54,8,496(0)
4,1:49.3,194.9,牡3,54,6,500(+2)
5,1:49.4,7.8,牝3,54,2,436(0)
1,1:11.3,2.8,牝3,52,8,436(+2)
2,1:11.3,8.0,,牝4,3,454(+10)
3,1:11.5,8.2,,牝3,7,462(0)
4,1:11.5,17.3,,,6,452(-2)
5,1:11.7,44.4,,,8,454(+8)
1,1:23.0,1.6,牡4,57,2,484(+6)
2,1:23.8,50.0,牝6,55,2,466(-2)
3,1:24.2,5.2,牝3,50,4,448(+4)
4,1:24.3,61.6,牡4,57,5,426(+6)
5,1:24.5,47.3,牝3,52,5,458(0)
1,1:50.6,4.1,牡3,54,8,460(-4)
2,1:50.8,20.9,牡4,57,2,542(+2)
3,1:51.0,13.1,牡5,57,6,472(-6)
4,1:51.0,5.5,牡4,57,5,514(-2)
5,1:51.2,3.5,牡4,57,1,488(0)
1,2:04.3,78.9,牡5,57,7,490(-4)
2,2:04.6,4.3,牝3,52,5,504(-4)
3,2:04.6,13.9,,牡5,8,524(0)
4,2:04.7,2.2,,牝4,3,464(+4)
5,2:04.9,3.8,,牡5,6,476(+2)
1,1:49.9,4.1,牡4,57,4,436(+4)
2,1:49.9,5.8,牡5,57,2,468(-4)
3,1:50.2,2.8,牡4,57,7,452(-10)
4,1:50.7,3.6,牝4,55,8,456(-6)
5,1:50.8,89.6,牡7,57,5,454(-6)
1,1:23.9,3.7,牡4,57,3,484(+2)
2,1:23.9,5.6,牡5,57,4,474(+10)
3,1:23.9,6.4,牡3,52,4,438(+2)
4,1:24.0,16.1,牡3,54,5,510(-2)
5,1:24.2,30.2,牡4,55,1,498(-8)
1,1:23.9,2.9,牝3,54,7,472(+2)
2,1:25.3,6.9,牝3,54,1,482(-6)
3,1:25.4,11.8,牝3,54,8,446(-12)
4,1:25.5,4.1,,牝3,6,438(+2)
5,1:25.7,24.8,,牝3,3,418(0)
1,1:12.2,4.4,牝3,54,8,466(+2)
2,1:12.8,6.2,牝3,54,6,428(0)
3,1:13.0,37.3,,牡3,2,448(-2)
4,1:13.0,34.1,,,5,422(0)
5,1:13.0,14.9,,,3,444(0)
1,1:52.8,3.0,牡3,56,5,528(+4)
2,1:53.8,6.4,牡3,54,5,468(-2)
3,1:54.8,9.5,牡3,56,6,526(+4)
4,1:55.0,21.7,牝3,54,2,488(0)
5,1:55.0,53.8,セ3,56,2,462(-6)
1,1:35.6,5.5,牡3,56,2,472(0)
2,1:35.9,58.9,牡3,56,5,456(0)
3,1:36.2,22.1,牡3,56,6,424(-4)
4,1:36.4,6.7,牡3,56,6,518(+2)
5,1:36.6,95.9,牡3,56,3,504(+18)
1,1:50.5,50.6,牡2,54,6,470(0)
2,1:51.0,3.4,牡2,54,1,508(0)
3,1:51.2,4.1,,牡2,8,446(0)
4,1:51.9,2.5,,牡2,3,454(0)
5,1:52.2,40.6,,,8,464(0)
1,1:52.0,4.9,牡3,54,7,482(+14)
2,1:52.6,13.4,,牝3,3,454(-4)
3,1:52.8,49.8,,牡4,2,496(+4)
4,1:53.0,258.3,,牡4,8,458(-2)
5,1:53.0,6.0,,牡3,5,492(0)
1,2:14.2,4.1,牡4,57,4,444(-8)
2,2:14.2,2.6,牝3,51,8,450(+2)
3,2:14.5,12.5,牡3,53,5,498(-6)
4,2:14.9,54.4,牝6,53,2,440(+2)
5,2:15.0,5.9,牡4,57,8,464(+2)
1,1:48.0,2.6,牝4,55,3,512(-4)
2,1:48.0,5.9,セ4,57,2,480(+2)
3,1:48.3,8.5,牡5,57,4,496(-12)
4,1:48.4,2.4,牡4,57,5,490(+6)
5,1:48.5,28.5,,セ6,7,504(-2)
1,1:09.4,21.8,牝5,52,8,424(+10)
2,1:09.4,4.3,牝3,51,5,436(+2)
3,1:09.4,8.1,,牝3,2,428(+2)
4,1:09.5,5.5,,牝3,3,434(-8)
5,1:09.6,19.3,,,4,528(+4)
1,1:10.7,2.4,牡4,57,2,516(0)
2,1:11.3,6.5,牡5,57,3,484(0)
3,1:11.3,11.2,牝5,55,3,460(+8)
4,1:11.4,158.7,牡7,57,8,464(-2)
5,1:11.5,5.8,,牡5,8,506(-2)
1,2:11.6,13.1,牡5,58,2,476(-4)
2,2:11.6,14.9,セ7,58,7,446(-27)
3,2:12.1,40.0,牡5,58,1,490(0)
4,2:12.1,6.5,牝5,56,5,440(0)
5,2:12.3,10.3,牡4,58,4,480(+12)
1,1:52.4,10.8,牡5,57,4,452(0)
2,1:52.6,9.6,牡6,57,2,474(-6)
3,1:52.6,11.2,牡4,57,6,484(-2)
4,1:52.9,54.4,牡7,57,7,464(0)
5,1:52.9,5.4,牡5,57,4,460(-4)
